bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20220905879,경상남도교육청 학생교육원 생활관 환경개선공사,3596919000,3,,,
20220906176,문지지구 배수개선사업 토목공사,5914906000,2,5219856364,0,5105775000
20220906221,한국교통대학교 내부 소방도로 신설공사,1185032000,2,,,
20220906489,근해안강망수협 중원지점 인테리어 공사,237820000,2,216200000,87.745,212200000
20220906493,양천어르신종합복지관 병설양천어르신요양센터 노후 승강기 교체공사,71500000,3,,,
20220906621,광명 구름산지구 도시개발사업 부지조성공사,67288799000,3,,,
20220906667,경상국립대학교 농생1호관 개축 기계설비공사(1차),631824000,2,583600000,0,558307427
20220906926,양산초등학교 생태학습장 조성 및 관람석 보수 공사,95500000,3,,,
20220906978,부산혜원학교 다목적강당 증축공사,2107655000,3,,,
20220906984,2022년 농업기반시설물(긴급개보수) 정비공사(단가계약) 2차 (1구역),150000000,3,,,
20220906989,2022년 농업기반시설물(긴급개보수) 정비공사(단가계약) 2차 (2구역),150000000,3,,,
20220906993,2022년 구거 및 소류지 정비공사(단가계약) 2차 (1구역),150000000,3,,,
20220906999,2022년 구거 및 소류지 정비공사(단가계약) 2차 (2구역),150000000,3,,,
20220907003,2022년 농로 및 용수로 정비공사(단가계약) 2차,100000000,3,,,
20220907177,광주상무초등학교 지능형 과학실 구축 공사,29788000,3,,,
20220907279,[(가칭)완주삼봉유치원 신축공사,7264192000,3,,,
20220907398,국가RI신약센터 FAN ENCLOSURE 공사,70424000,2,,,
20220907424,강서시장 도로 및 주차장 덧씌우기 공사,46740000,3,,,
20220907425,"전북분원 영장류자원지원센터 창고 증축공사(건축,기계)",311844000,2,,,
20220907588,능곡초 등 9개소 바닥신호등 설치공사,155748000,3,,,
20220907615,전북분원 영장류자원지원센터 창고 증축공사(전기),49562000,2,,,
20220907781,성세병원 외벽 대수선공사(드라이비트 철거 및 준불연재 시공)입찰공고(변경공고),205451000,3,,,
20220907816,공주중동초등학교 다목적강당 수선 전기공사,49753000,3,45230000,87.745,43422250
20220907966,2022년 원내 건축시설물 도장공사,47888000,2,,,
20220908091,국립소방병원 건립사업(건축공사),59159606000,2,54642298182,0,51821525000
20220908092,유정부대찌개 뒤 외 1개소 노후하수관 정비공사,162580000,3,,,
20220908101,남한산성 문화재보호구역 조경관리 공사,39060000,3,,,
20220908105,송산초등학교 관사 보수공사,84732000,3,,,
20220908113,공립학교 시설관리 미배치교 수목전정 공사,42126000,3,,,
20220908270,2022년 덕산면 소하천 유지관리사업,67850000,3,,,
20220908299,2022년 공동주택 지원사업(기타시설물),186692000,3,,,
20220908373,설악면 설곡리 양방교 교량 재가설공사,894559000,3,,,
20220908378,영동선 정동천4교 재해예방 교량확장공사,12913316000,2,,,
20220908474,"태안군청소년수련관 카페테리아 조성 공사(건축,기계)",52210000,3,,,
20220908479,공주중동초등학교 다목적강당 수선 기계설비공사,115071000,3,104610000,87.745,100975426
20220908491,수락산 제5등산로 일대 정비공사,113142000,3,,,
20220908507,청사 외벽 줄눈(코킹) 보수 공사,167600000,2,,,
20220908569,장애인거주시설 기능보강사업(개보수),42275540,2,,,
20220908574,학교급식 지원센터 시설.장비 지원사업(저온저장고)(주력 기계설비) (입찰대행),64000000,3,,,
20220908582,학교급식 지원센터 시설.장비 지원사업(전처리시설)(주력 금속창호온실)견적제출 안내(입찰대행),70500000,3,,,
20220908592,월곡 뉴타운공원 정비사업 수의(소액) 견적제출 안내,26970000,3,,,
20220908621,동광동5가 새뜰마을사업 주택정비지원(집수리) 공사(긴급),212234000,3,,,
20220908650,하반기 동남구 긴급하수도 공사(단가계약),55593000,3,,,
20220908682,"오창분원 P3동 대수선 리모델링 공사(건축,기계)",964619000,2,,,
20220908728,이방 모곡소류지 제방 보강공사,141980000,3,,,
20220908751,덕성초등학교 무한상상실 외 2실 구축공사 수의견적 제출 안내 공고,55957000,3,,,
20220908777,의령여자고등학교 생태환경미래학교 조경 공사 및 주변 포장공사,122160000,3,,,
20220908816,고암 구룡곡소류지 제방 보강공사,187420000,3,,,
20220908880,농경문화소득화모델 구축시범 농기계 창고 리모델링공사(민간보조입찰대행),123400000,3,,,
20220908881,하반기 긴급하수도공사(단가계약),88464000,3,,,
20220908885,진하해수욕장 솔밭 공중화장실 신축 공사,286781000,3,,,
20220908913,애망요양원 노후승강기 철거 및 교체공사(긴급),78166000,3,,,
20220909057,2022년 하반기 도로 노면표시 정비공사(주력분야 : 도장공사업),74312000,3,,,
20220909074,한백초 외 20교(1-1권역) 예초(3차) 공사 소액수의 견적제출 안내 공고,16898000,3,,,
20220909097,2022년 고양시청소년재단 학교밖 청소년 전용공간 조성 공사,49990000,3,,,
20220909109,예원초 외 16교(1-2권역) 예초(3차) 공사 소액수의 견적제출 안내 공고,11110000,3,,,
20220909124,향남유 외 13교(4-1권역) 예초(3차) 공사 소액수의 견적제출 안내 공고,16219000,3,,,
20220909142,우정초 외 13교(4-2권역) 예초(3차) 공사 소액수의 견적제출 안내 공고,16360000,3,,,
20220909190,[실적제한]삼척항 내진성능 보강공사(주력분야: 보링·그라우팅·파일공사),9305664000,3,8459694545,85.495,8256000000
20220909199,부산체육고등학교 운동부 부대시설 확충 공사 소액수의 견적공고,66198000,3,,,
20220909210,석성면 현내3리 마을공동시설 신축공사(전기),31096000,3,,,
20220909258,2022년 하반기 월드컵공원 위험수목 정비 공사,110000000,3,,,
20220909284,박물관 조경시설 정비공사,97949500,3,,,
20220909287,2022년 하반기 공공하수관로 준설공사,59052000,3,,,
20220909305,2022년 일산서구 가로등 연간단가 보수공사(1구역) 2차,70000000,3,,,
20220909324,속리초 학교놀이터 시설공사 소액수의 견적 공고,78000000,3,,,
20220909330,2022년 일산서구 가로등 연간단가 보수공사 (2구역) 3차,70000000,3,,,
20220909341,석성면 현내3리 마을공동시설 신축공사(건축),220278000,3,,,
20220909421,율리~오평간 연결도로 개설공사,4189559000,3,,,
20220909426,홍성역세권 도시개발 주변(벚나무) 이식 및 제거공사,47000000,3,,,
20220909442,내부 소방도로 신설 전기공사,147452000,2,136200000,0,129749070
20220909464,신재생 에너지(태양광 발전 설비) 설치 공사,141918000,2,,,
20220909530,선진화 실습실 구축 공사 소액수의계약 견적서 제출 안내 공고,74875000,3,,,
20220909571,덕곡천 경관개선사업 전기공사 견적제출 안내공고,106700000,3,97000000,87.745,93402589
20220909631,"박달1동 경로당 리모델링 공사(건축,기계,통신)",159363000,3,,,
20220909659,신화초등학교 건강학교 조성 기계설비공사,591795000,3,,,
20220909709,배수펌프장 위험수목 등 제거 단가공사,100000000,3,,,
20220909716,신화초등학교 건강학교 조성 전기공사,851810000,3,,,
20220909724,"인구 공공하수처리장 증설사업(토목, 건축, 기계)",4878760000,3,4435236364,86.745,4285849000
20220909770,신화초등학교 건강학교 조성 정보통신공사,291940000,3,,,
20220909808,서울신사초 내가그린공감학교 조성 조경공사,96192778,3,,,
20220909837,상남의용소방대 사무실 리모델링공사(전기),42225000,3,,,
20220909850,2022년 지방하천(서화천) 하도정비공사,63920000,3,,,
20220909913,상남의용소방대 사무실 리모델링공사(기계설비),28607000,3,,,
20220909921,인제읍 고사리 텃말천 유지보수공사,24844000,3,,,
20220909956,공평저류지 공중화장실 신축공사,29000000,3,26363637,87.745,25136244
20220909966,거제고현중 옥상방수공사 수의계약 안내 공고,126665000,3,,,
20220909980,계룡중 교사동 옥상방수공사 수의계약 안내 공고,45749000,3,,,
20220909994,장승포초 별관동 보강공사 수의계약 안내 공고,21382000,3,,,
20220910070,과속방지턱설치 및 교통표지판 설치공사,58608000,3,,,
20220910071,산청군농업기술센터 꽃육묘장 조성사업(건축),599434000,3,,,
20220910096,궤도시설물 유지보수공사 수의견적 공고 안내,62380000,3,,,
20220910131,상상이룸센터 리모델링 전기공사,177639000,3,,,
20220910139,상상이룸센터 리모델링 통신공사,74778000,3,,,
20220910145,하라홀 증축 및 리모델링공사(건축),224180000,2,,,
20220910167,상상이룸센터 리모델링 소방공사,58225000,3,,,
20220910178,"해난어업인 위패봉안소 철거, 신축공사(건축)",98711000,3,,,
20220910201,하반기 관내 배수관 교체 및 부설공사 시행,49343000,3,,,
20220910224,조치원우체국 건립공사,7619749000,2,,,
20220910228,하라홀 증축 및 리모델링공사(전기),42856000,2,,,
20220910239,화전동 579-2번지 태광후지킨 신규급수공사,133892000,3,,,
20220910266,『현수막 지정게시대 신설 및 지정벽보판 정비사업』,29000000,3,,,
20220910291,재실마을 배수로 정비공사,27401000,3,,,
20220910294,구미시 노후상수도 정비공사(신평대블록 일원),9869988000,3,,,
20220910308,삼천포유치원 신축공사,4982140000,3,,,
20220910335,임당유적전시관 건립 전기공사,1016376000,3,,,
20220910364,화천군청 여성휴게실 리모델링 공사,42625000,3,,,
20220910397,부암초등학교 다목적강당 및 급식실 증축공사(계속비공사),5696810000,3,,,
20220910437,고덕국제화배수지 배수관로 매설공사(4공구) 전기 및 계측제어공사,51700000,3,,,
20220910441,신상로 상습침수지역 배수개선공사,330513000,3,,,
20220910458,자동화시스템과 학과 개편에 따른 실습실 보수공사,103000000,2,,,
20220910566,인천신월초등학교 학교숲 조성 공사 수의계약 견적제출 안내 공고,146346000,3,133041819,87.745,126869600
20220910577,광산구 하남동 847-1번지 외 3개소 배수관 정비구간 포장복구공사,104117000,3,,,
20220910648,전주근영여고 옥상방수공사,93600000,3,,,
20220910691,가정사 4개동 누수 및 외벽균열 보수 공사,200123000,3,181930000,87.745,176453800
20220910737,2022년 덩굴제거사업(감곡금왕음성원남지구),34011000,3,,,
20220910743,2022년 덩굴제거사업(원남소이지구),30489000,3,,,
20220910845,횡계초 옹벽 보수공사,58529000,3,,,
20220910893,2022년 강원숲체험장 산림휴양2관 노후시설 보완공사,119815000,3,,,
20220910913,삼남장애인근로사업장 이전 신축공사(전기),474760000,3,,,
20220910946,삼남장애인근로사업장 이전 신축공사(소방),483417000,3,,,
20220910982,대화고 포장공사,60106000,3,,,
20220911018,삼남장애인근로사업장 이전 신축공사(건축),4669357000,3,,,
20220911035,월산소하천 정비사업 수의(소액) 견적제출 안내,234025000,3,,,
20220911049,삼천포유치원 신축 전기공사,789091000,3,,,
20220911101,인천강 기수역 훼손지 복원사업 입찰안내,1321535000,3,,,
20220911106,2022년 생활민원처리 단가계약 6차(왕숙천 동쪽권역),105434000,3,,,
20220911119,"영중면, 영북면 가로수 식재사업",52030000,3,,,
20220911120,통영 충렬사 관리사 해체보수 공사,169363000,3,,,
20220911126,2022년 생활민원처리 단가계약 6차(왕숙천 서쪽권역),105434000,3,,,
20220911141,2022년 영덕(축산) 동해대게자원회복사업 사단경사형인공어초 제작 및 시설,341433000,3,,,
20220911143,창수면 고소성리 등 3개소 사면정비공사,101360000,3,,,
20220911146,서울여성플라자 자동제어시스템 성능개선 공사(2인이상 견적 수의),130012469,3,118193154,87.745,113254076
20220911153,웃터골초 다목적체육관 증축 전기공사 제한경쟁 입찰공고,259249000,3,,,
20220911226,통영 충렬사 서재 및 마당 보수정비 공사,129984000,3,,,
20220911245,"2022년 관내 호우 피해 하수시설물 긴급 정비공사(단가계약-주안,관교,문학,학익)",98461000,3,,,
20220911250,입도마을 방파제 및 파도막이 설치사업,174760000,3,,,
20220911252,(가칭)당진학생수영장 증축 전기공사,1020154000,3,,,
20220911257,청천대티농로및배수로정비공사,34479000,3,,,
20220911270,새말마을 국도39호선 연결로 설치사업(토목),451235000,3,,,
20220911271,재실골 배수로 정비공사,16346000,3,,,
20220911274,두미도 남구마을 소규모공공하수처리시설 설치공사(전기),61309000,3,,,
20220911304,통영시 보건소(치매안심센터) 증축 공사(전기),40689000,3,,,
20220911309,"2022년 관내 하수도 3차 준설공사(단가계약-주안, 관교, 문학, 학익)",49962000,3,,,
20220911325,통영시 보건소(치매안심센터) 증축 공사(통신),35706000,3,,,
20220911332,지하수보조관측망설치사업,31689000,3,,,
20220911338,나포면 기초생활거점조성사업 소방공사,53896000,2,,,
20220911361,괴산군공공하수관로우수토실우수분배기설치공사,25460000,3,,,
20220911392,용상1취정수장 시설개량사업,7382932000,3,,,
20220911413,기후변화 대비 산림생물반응 연구시설 신축공사(통신),127249000,2,,,
20220911415,마진터널 재포장공사,30000000,3,,,
20220911434,진주교 외 2개소 재포장공사,60430000,3,,,
20220911514,화순이양고 기숙사 간이스프링클러 설치 소방공사,47256000,3,,,
20220911523,장애인 편의시설 개선 공사,48000000,2,43636364,87.745,42492405
20220911547,신대1교 등 4개소 교량 정비공사,59000000,3,,,
20220911587,강릉 송담서원 보수공사,151430000,3,,,
20220911593,읍면시도 3호선(오동교~학산교회) 확포장 교통신호공사,160170000,3,,,
20220911599,2022년 일산호수공원 전기설비 유지보수 연간단가 공사(2차),33141000,3,,,
20220911613,2022년 교통사고잦은곳 개선사업,124922000,3,,,
20220911663,대학정문 환경개선,594820052,2,,,
20220911666,2022년 가로수 전정공사(비전동 일원),108440000,3,,,
20220911692,호계동 수동중앙길 일원(소2-136호선) 도로개설 공사(1공구),256990000,3,233627273,87.745,223226485
20220911694,상수도 급수공사[고운동 891번지 대지조성사업],71720000,3,,,
20220911706,담양종합체육관 개보수공사,134287000,3,,,
20220911707,소흘읍 무봉리 족구장 조성공사,94810000,3,,,
20220911719,군청사 문화행복동 2층 남녀화장실 개보수공사,45589000,3,,,
20220911727,장애인복지시설 기능보강사업(혜림종합복지관)-입찰대행,90385000,3,,,
20220911770,울산센터 제조실증 연구인프라 구축 기계공사,373417000,2,339470000,87.745,329090345
20220911782,울산센터 제조실증 연구인프라 구축 건축공사,140822000,2,128020000,87.745,123234220
20220911788,경북자연과학고등학교 체력단련실 외벽개선 및 지붕개체공사,123874000,3,,,
20220911792,2022년 숲길 정비사업(천보산 회암사지 구간),360255000,3,,,
20220911794,울산센터 제조실증 연구인프라 구축 전기공사,110462000,2,100420000,87.745,95920159
20220911799,까리따스유치원 외벽방수 및 보수공사 수의계약안내 공고,63330000,3,,,
20220911948,옥산진입도로 확장공사,34150000,3,,,
20220911949,몽석마을 앞들 농로확장공사,25800000,3,,,
20220911951,부산혜원학교 다목적강당 증축 및 스프링클러 설치 소방공사,758080000,3,,,
20220911976,주문진항 어민수산시장 현대화 사업(소방),32397000,3,,,
20220911991,사천시청 의회동 개보수공사(건축),48213000,3,43830000,87.745,42005742
20220912015,금음4리 연안재해방지시설 설치 공사,86270000,3,,,
20220912020,평생교육원 건립 소방공사(1차),1457769000,2,,,
20220912031,국립소방병원 건립사업(전기공사),12007837000,2,11145450000,0,9345916000
20220912065,2022년 하반기 팔달구 도로시설물 유지관리공사,33593000,3,,,
20220912084,낙대폭포 낙석피해 사면 정비공사,36220000,3,,,
20220912103,미래감염병 신속대응 연구센터(BL3) 시설공사,604090000,3,,,
20220912141,해제면 도시계획도로 유지보수사업,42550000,3,,,
20220912152,2022년 하반기 단원구 보도 연간 유지보수공사,91709000,3,,,
20220912176,무안읍 도시계획도로(중로2-7) 개선공사,36260000,3,,,
20220912205,양산부산대학교병원 의료기기 GLP 비임상시험센터 구축 기계설비 공사,1029966280,2,,,
20220912269,"풍계지구 배수개선사업 토목(건축, 기계 포함)공사",4923050000,2,,,
20220912282,항만순찰선 3척(경남912호·경남915호·경남916호) 선체 수리 공사,45389000,3,,,
20220912298,주문진항 어민수산시장 현대화 사업(통신),116217000,3,,,
20220912300,월야면 소재지 공영주차장 조성사업(건축),946792000,3,,,
20220912307,2022년 옥계산불피해지 긴급벌채사업(1-2구역),70443000,3,,,
20220912338,고창군 전통시장 인도교 경관조명 전기공사 입찰안내,182962000,3,,,
20220912347,의학교육지원실 인테리어 공사(건축),64827000,2,58344300,87.745,57047311
20220912350,2022년 군도18호선(간척리 산152-5번지 일원) 수해복구공사,45800000,3,,,
20220912366,2022년 농어촌도로 하남201호(논미리 589번지 일원) 수해복구공사,92700000,3,,,
20220912383,군산유아체육관 신축 소방공사,177811000,3,,,
20220912389,2022년 군도9호선(삼화리경로당 일원) 수해복구공사,31360000,3,,,
20220912407,군산유아체육관 신축 기계설비공사,94760000,3,,,
20220912409,2022년 군도13호(신읍리 산286번지 일원)수해복구공사,78190000,3,,,
20220912435,2022년 LPG소형저장탱크 보급사업(사회복지시설) 시설 공사(전라권-1),21230000,2,19300000,87.745,
20220912442,천사들의집 기능보강(방수 및 주방 리모델링 등) 공사,158543000,2,144130000,0,139109939
20220912492,농업기계임대사업소 대소삼성지소 부대공사 견적입찰,116434000,3,,,
20220912526,군위 종합운동장 교통안전시설물(신호등) 설치공사,39710000,3,,,
20220912549,2022년 LPG소형저장탱크 보급사업(사회복지시설) 시설 공사(전라권-5),42955000,2,39050000,87.745,
20220912581,2022년 풀베기사업(2차)(1권역),49291000,3,,,
20220912593,경기도아동일시보호소 리모델링 전기공사,90084000,3,,,
20220912597,2022년 풀베기사업(2차)(2권역),54998000,3,,,
20220912616,경기도아동일시보호소 리모델링 통신공사,28191000,3,,,
20220912626,2022년 조림지가꾸기(덩굴-뿌리제거)사업,41745000,3,,,
20220912633,군산유아체육관 신축 통신공사,35900000,3,,,
20220912657,군산유아체육관 신축 전기공사,165512000,3,,,
20220912668,소방정(새만금119호) 상가수리 공사,58090000,3,,,
20220912670,홍천중 교사동 지붕방수공사(주력분야:습식·방수공사),125885000,3,,,
20220912686,백운호수초등학교 창의융합 과학실 구축공사 소액수의 견적제출 안내,54806000,3,49823637,87.745,48250720
20220912691,송탄임시화물 공영주차장 정비공사,29950000,3,,,
20220912703,화성직업훈련교도소 직원샤워장 위생설비 수압보완공사,52822000,2,48020000,87.745,46082390
20220912709,동신중 본관 방수공사 및 옥상정원 철거 후 하단부 교실방수공사 수의계약 공고,186166000,3,,,
20220912793,문전교차로 지하차도 조경공사(1공구),226743000,3,206130000,87.745,200565090
20220912797,2022년 현경면 가입리 너물마을 안전농로구축사업,29140000,3,,,
20220912802,일산동구2구역 상수도관 누수복구공사 연간단가(2차),200000000,3,,,
20220912810,화암추등대 원격제어 시스템 정비공사,38000000,2,34545455,87.745,33255850
20220912818,밭작물 시험포장 스마트 물관리 시스템 구축 전기공사,361177000,2,,,
20220912840,문백면 구산동리 중리마을 하수도 정비공사,27361000,3,,,
20220912848,2022년 시공원 보수정비공사(독산지구),180375000,3,,,
20220912872,"2022년 도로안전시설물 보수공사(연간단가A-1구역, 2차)",40000000,3,,,
20220912926,수소트레일러 보호시설 공사,89993000,2,81811818,87.745,78604000
20220912929,선진포항 유지준설공사,963166000,2,,,
20220912958,삼일공업고등학교 옥상 및 외벽방수,211090000,3,191900000,87.745,186457080
20220912973,유기농엑스포광장부설주차장시설보수공사,69894000,3,,,
20220912996,천안고등학교 급식실 승강기 교체공사,63133000,3,57393636,87.745,
20220912999,신광중학교 발명교육센터 시설개선공사 수의계약 안내 공고,59563000,3,,,
20220913021,동구청소년자연수련원 기능보강공사,193849000,3,,,
20220913031,학산도서관 주변정비공사,250305000,3,,,
20220913067,하동경찰서 수사부서 환경개선공사,322074500,2,,,
20220913072,"2022년 도로안전시설물 보수공사(연간단가A-2구역, 2차)",40000000,3,,,
20220913098,회현면 농촌중심지활성화사업 및 면청사 건립사업 토목건축공사,3549852000,2,3227138182,86.745,3113021400
20220913166,2022년 오남읍 생활민원처리공사 단가계약(3차),41821000,3,,,
20220913196,영신여자고등학교 교사동(O동) 지붕 교체 공사,282094000,3,256449091,87.745,250137150
20220913215,(재공고)시립동대문노인종합복지관 전력 간선 공사,68700000,3,,,
20220913240,영서고 수직농장 증축 건축 공사 수의계약 견적 제출 안내 공고,246756000,3,,,
20220913288,"2022년 친환경 과수,채소 전문단지 조성사업 전기공사",36410000,3,,,
20220913293,다담창의센터 국소배기장치 개선공사,57408600,2,,,
20220913296,"소공인 공동기반시설 구축공사(건축,기계)",387712000,3,,,
20220913308,2022년 2차 산불예방 숲가꾸기 감리용역,5897000,3,,,
20220913314,영서고 수직농장 증축 기계설비 공사 수의계약 견적 제출 안내 공고,48233000,3,,,
20220913321,동구 지산동 89-17번지 일원 노후배수관 정비공사,54259000,3,49326364,87.745,47154790
20220913355,강진 현구생가 인조초가 지붕공사,80000000,3,,,
20220913362,영서고 수직농장 증축 전기 공사 수의계약 견적 제출 안내 공고,56247000,3,,,
20220913408,노원자원회수시설 소각로 내화물 보수공사,1073024000,3,,,
20220913426,신서혁신도시 미세먼지 차단숲 조성공사,1621702000,3,1474274546,86.745,1415626000
20220913436,"흥도동 주민자치회관 증축공사(건축,기계)",791311000,3,,,
20220913445,"동탄 화물자동차 공영차고지 조성사업(토목, 건축, 기계)",1737367000,3,,,
20220913454,북구종합사회복지관 천장 시설 개선 공사(건축),179311000,3,,,
20220913469,북구종합사회복지관 천장 시설 개선 공사(전기),44605000,3,,,
20220913486,농촌테마파크 야외정원 및 다목적공간조성 공사,168350000,3,,,
20220913490,북구종합사회복지관 천장 시설 개선 공사(소방),30635000,3,,,
20220913496,북구종합사회복지관 천장 시설 개선 공사(통신),76318000,3,,,
20220913499,안산단원경찰서 선부3파출소 신축공사(건축),513496500,2,466815000,87.745,471219750
20220913511,순천시 노후정수장 시설 개량공사(총괄분),24478692000,3,22253356364,79.995,20191151700
20220913513,2020년 부안군 벌금항 어촌뉴딜300사업 시설공사(건축-전기),44987494,3,,,
20220913519,2020년 부안군 벌금항 어촌뉴딜300사업 시설공사(건축-통신),34640613,3,,,
20220913526,2021년 해남군 관동항 어촌뉴딜300사업 생활SOC 시설공사(부잔교 설치공사),84830000,3,,,
20220913528,안산준법지원센터 청사 신축공사,7955434000,2,,,
20220913550,백령 국민체육문화센터 건립공사,6201242000,3,,,
20220913575,충렬로(충혼묘지~전항동) 도로정비사업,95062000,3,,,
20220913589,화장품단지 내 가압장 설치공사 소액수의 견적제출 안내 공고,94500000,3,,,
20220913592,오목공원 리노베이션사업(통신),80300000,3,73000000,87.745,69649165
20220913608,서남동 도시재생뉴딜사업 도로개설공사(1차),93415000,3,,,
20220913611,오목공원 리노베이션 회랑 건립사업(통신),39369000,3,35790000,87.745,34220476
20220913612,항공구조구급대 헬기 격납고 등 증축사업 통신공사,96030000,3,87300000,87.745,84479509
20220913613,오목공원 리노베이션 회랑 건립사업(전기),56507000,3,51370000,87.745,49906800
20220913614,무안군 장애인종합복지관 나눔숲 조성사업,108154000,3,,,
20220913633,교통신호등 설치공사,60294930,3,,,
20220913640,하신(상)마을상수도 배수지 진입로 정비공사,31570000,3,,,
20220913642,철매 저수지 지표수 보강 개발사업,88300000,3,,,
20220913644,함양체육도장 건립사업(이동통로설치),38580000,3,,,
20220913647,불로장생특화거리 조성사업 전기공사,61292000,3,,,
20220913650,함양스포츠파크 조명탑 설치사업,119000000,3,,,
20220913653,산청 단성향교 명륜당 긴급보수사업 (방충사업),39400000,3,,,
20220913654,산청군 공공시설 (가마실체험마을) 태양광설치사업,25586000,3,,,
20220913664,서울PC시험장 준설공사,190649000,2,,,
20220913670,[공사] 보건의료연구자원정보센터 정보분석실 확대·환경개선공사(인테리어 등),200000000,2,,,
20220913690,국립어린이청소년도서관 기관실 환경개선공사(전기),84026000,2,,,
20220913736,오룡산 트레킹길 조성사업(전기공사),56892000,3,,,
20220913771,회산백련지 향토음식관 BF인증 보완공사,37214000,3,,,
20220913779,신진도교 아래 공중화장실 개보수 공사,66880000,3,,,
20220913796,대죽도 산림공원 조성사업,176640000,3,,,
20220913905,유봉여고 승강기 설치공사,258110000,3,,,
20220913907,대전광역시새마을회관 시설개선 공사,154383000,3,,,
20220913975,광주공업고등학교 직업계고 유해환경 개선 공사 공개견적 제출 안내 공고,33506000,3,30460000,87.745,29365163
20220913995,석남중학교 일원 하수관로 개량공사,382613000,3,,,
20220914001,[한국해비타트] 2022년 에너지효율개선사업 (인천 서구 3세대) 2인이상 소액수의 견적제출,26513000,3,24103000,87.745,23237400
