bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20230825918,2023년 숲가꾸기사업(맹동지구),73252000,3,,,
20230825937,2023년 숲가꾸기사업(맹동소이지구),54119000,3,,,
20230825949,2023년 2차 공익림가꾸기사업,116204000,3,,,
20230826097,두륜산 도립공원 오소재 주차장 잔디블럭 조성공사,43370000,3,,,
20230826573,환경사업소 현장근무자 당직실 리모델링 공사,35915000,3,,,
20230826752,감지해변 태풍피해 제방 철거공사,340100000,3,309181818,87.745,299738000
20230826796,덕은한강중 학교숲 조성공사,131637000,3,,,
20230826815,충청북도특수교육원 교육관 증축 기계설비공사(계속비공사),747407000,3,,,
20230826820,문무대왕면 입천리 시무내소하천 재해복구사업(누락분) 시행,32763000,3,,,
20230826836,도산(연도~읍도) 연륙보도교 건설공사,10297974000,3,,,
20230826849,제부도 진입도로(시도 76호선) 개선공사,5104759000,3,,,
20230826863,2023년 축산악취 개선사업,83000000,3,,,
20230826879,예천중학교 그린스마트스쿨 리모델링 및 급식소 증축공사,5074066000,3,,,
20230826959,2021년 고성군 신부항 어촌뉴딜사업 전기공사(토목),332249000,3,,,
20230827056,지방자치인재개발원 골프연습장 노후 그물망 교체공사,224781000,2,,,
20230827108,2023년 지리산둘레길 시설물 유지 및 정비사업(하동군-이정표설치),65824000,3,,,
20230827272,순천조례초등학교 그린스마트스쿨 개축공사,6817831000,3,,,
20230827287,천현초등학교 옥상방수공사,158072000,3,,,
20230827288,(가칭)에코4중학교 교사신축 기계설비공사(계속비),2093462000,3,,,
20230827539,한동6지구 밭기반 정비사업,173844000,3,,,
20230827634,용호초등학교 그린스마트미래학교 리모델링공사(계속비공사)(긴급),5397837000,3,,,
20230827682,"이노베이션아카데미 교육연구시설 증축사업  건축공사(건축,토목,조경,기계)",12687760000,2,,,
20230827781,2023년 서울청 국도ITS 구축공사,3529463000,2,,,
20230827797,환경단 창고 등 신축공사(건축),498095000,2,,,
20230827800,천안수질정화센터 3단계 Hant반응조 A계열 전기공사 및 계측제어 설비 공사,119550000,3,,,
20230828190,북면 화악리(광악)마을급수시설 개량공사,65522000,3,,,
20230828195,"주민불편해소 상수도공사(상산곡동, 감일동)",94677000,3,,,
20230828319,농산물가공 자가품질실 설치 공사(전기),31405000,3,,,
20230828350,괴산 부흥1리경로당 노인보호구역 개선사업,35832000,3,,,
20230828352,괴산 신기노인정 외 1개소 노인보호구역 개선사업,64184000,3,,,
20230828394,2023년 산불예방 숲가꾸기사업(1지구),105480000,3,,,
20230828397,2023년 산불예방 숲가꾸기사업(2지구),54930000,3,,,
20230828416,"국립목포병원 본관동 지하층 석면 철거 및 보수공사(건축,기계)",444865000,2,,,
20230828502,공주영명중.고등학교 급식실 수선공사,109838000,3,,,
20230828590,군산 비축창고 신축사업(전기공사),826052000,2,,,
20230828645,계룡디지텍고등학교 도봉관 주차장 재조성공사,42130000,3,,,
20230828672,군산 비축창고 신축사업(통신공사),334995000,2,,,
20230828677,목포항 대반동 수제선 정비공사,6865986000,2,,,
20230828922,안동여자중학교 교사동 바닥개체에 따른 전기공사,77055000,3,,,
20230829027,나불로 녹지대 풀베기 사업(3회차) 수의계약 견적제출 안내공고,46344000,3,,,
20230829046,대불로 녹지대 풀베기 사업(3회차) 수의계약 견적제출 안내공고,29240000,3,,,
20230829094,능수버들공원 시설개선사업,50917000,3,,,
20230829123,유봉여중 외벽보수 공사,129375000,3,,,
20230829215,어진샘노인종합복지관 구관외벽 개보수사업,117076000,3,,,
20230829227,함양중학교 창의융합형 정보교육실 환경개선공사 수의계약(견적제출) 안내 공고,44781000,3,,,
20230829264,자원화처리시설 사무실 및 휴게실 증축공사(전기),81900000,3,,,
20230829287,자원화처리시설 사무실 및 휴게실 증축공사(통신),26028000,3,,,
20230829295,"유해화학물질 대응훈련장 신축사업 시설공사(건축,토목,기계)",1907779000,2,,,
20230829429,23년 기계실 냉난방설비 보수공사,64300000,2,,,
20230829439,낙농자원팀 축사시설 개선공사,57970000,3,,,
20230829443,"미래의료기술연구동 건립 건축공사(건축, 조경, 토목, 기계)",6360665000,2,,,
20230829597,2023년 서울식물원 주제정원 보완정비사업,153730340,3,,,
20230829660,용천사치유센터 산림휴양 내부 리모델링공사(건축·기계설비),88187000,3,,,
20230829748,대한육상연맹 교육훈련센터 건립공사,11458905000,3,,,
20230829756,삼척 맹방화력발전소 건설 대체어장 조성 인공어초 설치사업(8단지) 수의견적 제출 안내공고,368315000,3,,,
20230829769,진량초등학교 그린스마트스쿨 조성 기계설비공사,922649000,3,,,
20230829792,청계면 용계천 정비사업(입찰대행),57350000,3,,,
20230829795,무안읍 무안천 정비사업(입찰대행),114180000,3,,,
20230829839,남양주소방서 휴힐링센터 내진보강 공사,283140000,3,257400000,87.745,249507800
20230829843,대구동인초등학교 그린스마트 미래학교 증개축공사(장기계속),7713608000,3,,,
20230829855,안동용상초등학교 그린스마트 스쿨 조성 및 기타공사,11182885000,3,,,
20230829859,운담초 학교숲 조성공사,199999000,3,181817273,87.745,175068750
20230829893,안성고등학교 급식실 노후 전력간선 교체 전기공사,110520000,3,,,
20230829894,스피드스케이팅경기장 제빙콘크리트 보수공사 수의견적제출 안내 공고,97793000,3,,,
20230829937,비류대로 일원 등 2개소 도로굴착복구공사,26818000,3,,,
20230830077,남양중학교 출입문 교체 및 기타공사 수의계약 안내 공고,50072000,3,,,
20230830121,서천군 바이오특화 지식산업센터 건립사업 전기,1493116000,3,,,
20230830137,(가칭)오송3초등학교 신축 전기공사(계속비공사),3087402000,3,,,
20230830148,공사 수의견적 제출 공고[양감면 행정복지센터 다목적 보관장 공사],94718000,3,,,
20230830159,(가칭)오송3초등학교 신축 통신공사(계속비공사),1425297000,3,,,
20230830173,청도군 매전면 남양리 노후관로 개체공사,96440000,3,,,
20230830226,2022년 수요자중심 소규모6차산업화 지원사업(명시이월),200000000,3,,,
20230830306,한국기독교역사문화관 소방공사,415957000,2,,,
20230830447,장애인편의시설(승강기)설치 전기공사 수의계약 견적제출 안내공고,24075600,3,,,
20230830572,화개산 전망대 스카이워크 유지관리 점검로 설치공사,402230000,3,,,
20230830613,서천군 바이오특화 지식산업센터 건립사업 건축,11146981000,3,,,
20230830645,(긴급) 개군중학교 급식실 증축 기계설비공사,158483926,3,,,
20230830652,평택비축기지 A동 냉장설비 교체 전기공사,174469000,2,158608182,87.745,155687280
20230830713,보은 갈목도로 교통사고예방 및 긴급보수,26950000,3,,,
20230830717,경북공고 미래형실습실 전기과 및 건축과 환경구축 건축공사,85500000,3,,,
20230830734,옥천 용촌도로 교통사고예방 및 긴급보수,94050000,3,,,
20230831066,2023년 하반기 분당구 하수도 구조물 정비공사(1구역),96035000,3,,,
20230831085,2023년 하반기 분당구 하수도 구조물 정비공사(2구역),96035000,3,,,
20230831125,부천우편집중국 도착장 바닥 보수공사,61402000,2,,,
20230831170,2023 팔봉중학교 급식실 외벽보수 공사 소액수의 견적공고,82088000,3,,,
20230831198,지야동 809-27번지 일원 농배수로 정비공사,32690000,3,,,
20230831200,기찻집 예술체험장 리모델링 공사,179872000,3,,,
20230831278,22년 시군거점 축산물 산지가공 유통센터 구축사업 (축산물 냉장실 및 관련시설 공사),3961746000,2,,,
20230831349,우리마을 주차장 부지조성 공사,107360000,3,,,
20230831410,2023년 복지시설 나눔숲 조성사업(지리산노인요양원),34492000,3,,,
20230831416,오천 갈평리(326-1) 세천 복구공사,23700000,3,,,
20230831459,국공립어린이집 아이큰숲 리모델링공사,74995000,3,,,
20230831510,나주호4지구 수원공 수리시설개보수사업,2436786000,2,2215260000,86.745,2138670000
20230831532,2023년 신안동 206 - 2 녹지한평 늘리기사업,36009000,3,,,
20230831538,제2별관 옥상 방수공사,36859000,3,,,
20230831546,건국양산동 어린이공원 3개소 환경정비공사,130130000,3,,,
20230831554,들샘어린이공원 시설정비공사,120237000,3,,,
20230831569,2023년 미세먼지저감 공익숲가꾸기 사업,43736000,3,,,
20230831613,동정어린이 안심공원 조성사업,313800000,3,,,
20230831641,농산물가공 자가품질실 설치 공사,96429000,3,,,
20230831660,동정어린이 안심공원 조성사업(전기),45199000,3,,,
20230831672,유용미생물 배양실 증축 공사(건축),92600000,3,,,
20230831681,호암예술관 리모델링 공사,96041000,3,,,
20230831704,2023년 숲길(등산로) 정비사업(성치산),124929000,3,,,
20230831705,환경미화원 휴게시설 설치공사,74338000,3,,,
20230831816,동의공업고등학교 급식실 현대화 및 복도중창교체 전기공사 입찰공고(긴급),171963000,3,156330000,87.745,151825960
20230831831,동의공업고등학교 급식실 현대화 및 복도중창교체 정보통신공사 소액수의 공고(긴급),112376000,3,102160000,87.745,99411000
20230831868,2023년 농어촌도로 203호(안길운) 석축 정비공사,39660000,3,,,
20230831873,정관 예림리 도시계획도로(중2-341호선) 개설공사,182760000,3,,,
20230831957,제천상업고등학교 실내외 환경 개선공사 수의견적 안내공고,65320000,3,,,
20230831958,몽탄분회경로당 기능보강사업(입찰대행),43961000,3,,,
20230832011,서천군 바이오특화 지식산업센터 건립사업 소방,781156000,3,,,
20230832018,안전한 어린이공원 놀이시설 정비공사,47546000,3,,,
20230832049,산양 중화마을 경로당 및 마을회관 리모델링공사,91960000,3,,,
20230832075,노천극장 강의실 및 소극장 공간조성 통신공사,16180000,2,14709091,87.745,14134050
20230832201,2023년 제3차 숲가꾸기사업(지품 삼화 1지구 기번1),71188000,3,,,
20230832220,2023년 제3차 숲가꾸기사업(지품 삼화 1지구 기번2),78738000,3,,,
20230832241,2023년 제3차 숲가꾸기사업(지품 삼화 1지구 기번3),77730000,3,,,
20230832247,(긴급) 개군중학교 급식실 증축 전기공사,142599000,3,,,
20230832251,함양중학교 본관동 화장실 보수공사 수의계약(견적제출) 안내 공고,68735000,3,,,
20230832258,2023년 제3차 숲가꾸기사업(지품 삼화 1지구 기번4),79000000,3,,,
20230832296,2023년 공익림 숲가꾸기사업(지품 황장 일대 1지구),75580000,3,,,
20230832307,개군중학교 급식실 증축 통신공사,61925000,3,,,
20230832319,2023년 공익림 숲가꾸기사업(지품 황장 일대 2지구),98870000,3,,,
20230832333,2023년 공익림 숲가꾸기사업(지품 황장 일대 3지구),54090000,3,,,
20230832340,개군중학교 급식실 증축 소방공사,30233000,3,,,
20230832341,광회보건진료소 그린리모델링 공사,109210000,3,,,
20230832343,소규모도로 정비사업(정왕동 258-6번지 외 1개소 도로정비공사),68960000,3,,,
20230832431,동산고 장애인편의시설(승강기)설치 건축공사 수의계약 안내공고,225742000,3,,,
20230832438,시설공사(영덕강구침수예방) 전기공사,875567000,3,,,
20230832447,구로소방서 119상황실 통신공사,114035143,3,103668312,87.745,100574750
20230832487,양곡고 학교숲 조성 공사,198432000,3,,,
20230832503,에어컴프레서 교체 전기공사,40100000,2,,,
20230832524,2023년 환경개선사업 건설공사,114831000,2,,,
20230832533,항로시설본부(대구) ACC 및 ATCC청사 환기시설 개선공사,22616000,2,,,
20230832543,스마트건강교실 환경개선공사 소액수의견적공고,83500000,2,,,
20230832572,2023년 노인보호구역 개선사업,37578000,3,,,
20230832586,2023년 환경개선사업 전기공사,36695000,2,,,
20230832597,대전대신중학교 그린스마트 미래학교 조성 및 화장실 증축 공사(종합공사)입찰 공고,3728008000,3,,,
20230832663,한마음행복센터 리모델링 건축공사,133210000,3,,,
20230832701,대전대신중학교 그린스마트 미래학교 조성 및 화장실 증축 기계설비 공사,518941000,3,,,
20230832704,서울 마포소방서 119상황실 정보통신공사,126709000,3,115190000,87.745,112795491
20230832755,한마음행복센터 리모델링 전기공사,42260000,3,,,
20230832757,부천수주초 체육관 및 급식실 증축 소방공사,86427000,3,,,
20230832779,대전대신중학교 그린스마트 미래학교 조성 및 화장실 증축 전기공사,311256000,3,,,
20230832784,학장중학교 옹벽 벽면 도색 공사,28560000,3,,,
20230832803,증평군 생활폐기물 소각시설 해체공사,212646000,3,,,
20230832819,대전대신중학교 그린스마트 미래학교 조성 및 화장실 증축 정보통신공사,198231000,3,,,
20230832821,[금산]국지도68호 천내도로 배수로 공사,53600000,3,,,
20230832899,남원용성고 실습장 외부계단 설치 공사,76989000,3,,,
20230832917,2023년 도화동산 배롱나무 생육환경 개선사업,28559000,3,,,
20230832918,하수슬러지 처리시설 중수공급 배관설치 공사,61604000,3,,,
20230832920,성일고등학교 본관 교사동 옥상방수공사 소액수의 공고(긴급),118107000,3,107370000,0,104628530
20230832927,군도5호선(신림리) 배수 개선공사,89900000,3,,,
20230832973,연호소하천 정비사업,298800000,3,,,
20230833026,금성면 성내리 주거환경 개선사업,27140000,3,,,
20230833049,"시청사 안전시설 보수 보강공사(본관, 식당동)",90024000,3,,,
20230833127,개군초 그린스마트스쿨 증축 및 리모델링 소방공사 수의계약 안내공고,163133000,3,,,
20230833154,여수경찰서 삼일파출소 외벽 보수공사(건축),36500000,2,33181819,87.745,32241912
20230833157,개군초 그린스마트스쿨 증축 및 리모델링 통신공사 수의계약 안내공고,153445000,3,,,
20230833176,2023년도 상수도 긴급보수 단가계약(6권역) 2차,99900000,3,,,
20230833192,김천고등학교 냉난방시설 개선 기계설비 공사,83226000,3,,,
20230833200,동천동 녹색테마거리 조성공사,315600000,3,286909091,87.745,279579000
20230833258,2023 상반기 도로시설 유지보수사업,100770000,3,,,
20230833276,부평공원 주차장 무인시스템 구축 통신공사,58914000,3,,,
20230833318,2023년 산림인접마을 비상소화장치 기초 설치공사(양구),36854000,3,,,
20230833319,시도21호선(진목1리) 인도설치사업,108914000,3,,,
20230833342,2023년 산림인접마을 비상소화장치 기초 설치공사(평창),41584000,3,,,
20230833353,2023년 산림인접마을 비상소화장치 기초 설치공사(인제),49183000,3,,,
20230833396,양지천 제방 꽃잔디 식재공사,769813000,3,699830000,87.745,676171805
20230833472,2023년 임도 구조개량사업(다랑쉬오름),151580000,3,,,
20230833478,"공립삼도어린이집 그린리모델링 공사(건축, 기계설비)",367683000,3,,,
20230833491,옥정 생태숲공원 산책로 정비공사,27055000,3,,,
20230833492,2023년도 상수도 긴급보수 단가계약(7권역) 2차,99700000,3,,,
20230833498,2023년도 상수도 긴급보수 단가계약(8권역) 2차,99700000,3,,,
20230833501,양주회암사지 문화재보호구역 내 경관조명 설치공사,58146000,3,,,
20230833503,2023년도 상수도 긴급보수 단가계약(9권역) 2차,99900000,3,,,
20230833531,내정초 교실 증축 및 리모델링 소방공사,15080000,3,,,
20230833532,분당아람고 화장실 개선 및 성남테크노과학고 고교학점제 공간조성 소방공사,11663000,3,,,
20230833534,분당아람고 화장실 개선 통신공사,16323000,3,,,
20230833535,성남테크노과학고 고교학점제 공간조성 통신공사,41127000,3,,,
20230833536,분당아람고 화장실 개선 전기공사,139990000,3,,,
20230833537,성남테크노과학고 고교학점제 공간조성 전기공사,148992000,3,,,
20230833552,2023년 포천천 풀베기 사업(3차),48466000,3,,,
20230833571,청계천 수해복구공사,27446000,3,,,
20230833617,고창읍 면도102호선 응급복구공사 수의(소액) 견적제출 안내,66957000,3,,,
20230833699,2023년 화성시 국지도 및 지방도 상시보수공사 단가계약(2구역) 3차,195000000,3,,,
20230833716,경기남부경찰청 화재수신기 통합 및 감지기 교체공사,467951000,2,,,
20230833740,「서수원~오산~평택고속도로」2023년 본선 및 연결로 재포장,1299913000,2,,,
20230833748,2023년 화성시 국지도 및 지방도 상시보수공사 단가계약(4구역) 2차,195000000,3,,,
20230833759,순천대학교 본교 유리온실 개보수 건축공사,374658000,2,,,
20230833776,태안군 농산물산지유통센터 지붕수선 공사,90494000,3,,,
20230833780,정부서울청사 에너지저장장치(ESS) 부대시설공사(전기),626549000,2,,,
20230833803,한국기독교역사문화관 건축공사,3571449000,2,,,
20230833818,국산 밀 건조저장시설 지원사업 신축공사(건축),666664627,3,606058752,87.745,596447590
20230833821,2023년녹색경관조성사업(사리면노송리),33700000,3,,,
20230833848,실습실환기설비공사,61160000,3,,,
20230833849,군도15호선(북상내계) 정비공사,70510000,3,,,
20230833856,"한국폴리텍대학 광주캠퍼스 AI+x 분야 학과 개편공사(건축, 기계설비)",714408000,2,,,
20230833873,소수수리2내곡소하천정비공사,64985000,3,,,
20230833885,미시령터널 진입차단시설 설치공사,300000000,2,,,
20230833891,농어촌도로(북상301호선) 아스콘 덧씌우기 공사,53920000,3,,,
20230833902,점동고 배수로 개선공사,63347000,3,,,
20230833944,당곡고등학교 학생 통학로 개선공사,90522000,3,82292730,87.745,80131370
20230834007,북구 종합운동장 정비공사,192668000,3,,,
20230834014,본관 좌우측 선큰 지붕 등 설치공사,126126000,2,,,
20230834068,압량 내리 우회도로(리도206호선) 개설공사,1296000000,3,1178181819,86.745,1147942957
20230834072,"여수시 교통약자이동지원센터 신축공사(건축,기계,토목)",1536419000,3,,,
20230834132,2023년 판포어촌계 해녀탈의장 파제제 시설 보수보강 공사,69520000,3,,,
20230834138,야외화장실 증축공사,177621000,3,,,
20230834165,길안초등학교 전기용량증설에 따른 전기공사,45584000,3,,,
20230834188,포항남부소방서 북면119지역대 환경개선공사,72699000,3,66090000,87.745,63974700
20230834201,장곡휴양림 산림체험관 오배수관 교체공사,92295000,3,,,
20230834209,2023년 자혜양로원 나눔숲 조성사업,107216000,3,,,
20230834230,문백초등학교 도암 숲 어울림터 조성 조경공사 수의견적 제출 안내 공고,86596000,3,,,
20230834251,부산광역시의료원 법면정비 보강 공사,912240000,3,829309091,87.745,801697000
20230834309,내정초 교실 증축 및 리모델링 통신공사,96694000,3,,,
20230834317,국도37호선 거창 모전마을 주민보호구역 정비사업,39600000,3,,,
20230834334,국도59호선 하동 죽전마을 주민보호구역 정비사업,48400000,3,,,
20230834356,불무공원 보행등 설치공사,54498000,3,,,
20230834371,신이천 보도교 설치공사-수의계약(소액수의) 견적 제출 안내 공고,156460000,3,,,
20230834389,전남대 동물실험센터 신축공사(소방) 1차,853866000,2,,,
20230834396,김해경원고등학교 동아리실 및 무한상상실 환경개선공사 외 1건(건축) 수의계약 안내공고,163899000,3,,,
20230834444,2023년 3차 길주로 남단 도로정비공사(단가),115522000,3,,,
20230834449,우암초등학교 본관동 증축공사,675798000,3,,,
20230834478,전남대 동물실험센터 신축 전기공사 1차,1150443000,2,,,
20230834489,경기경영고 학과재구조화 교실 리모델링공사(건축) 소액수의 견적제출,123073000,2,,,
20230834495,함안 대송리 늪지식물 주변정비사업,70325000,3,,,
20230834511,전남대 동물실험센터 신축공사(기계) 1차,2977443000,2,,,
20230834559,학천초등학교 냉난방시설개선 전기공사 소액수의 견적제출 공고,37972000,3,,,
20230834560,2023년 무등산 문빈정사화장실 정비공사(건축),119729000,2,,,
20230834580,인천당하초등학교 보차도 분리 및 운동장 스탠드 환경개선 공사,116138000,3,,,
20230834587,전남대 동물실험센터 신축 통신공사 1차,373712000,2,,,
20230834605,무안 용월리 백로와 왜가리 번식지 주변 정비사업,45059000,3,,,
20230834632,하수슬러지처리시설 유동공기예열기 교체공사,960195000,3,,,
20230834648,밀 저온저장창고 신축공사(냉장설비),145000000,3,131818182,87.745,129803478
20230834651,한국폴리텍대학 포항캠퍼스 스마트제조플랫폼구축 리모델링 공사(건축기계설비),325556000,2,295960000,87.745,287521466
20230834660,원주세무서 흡수식 냉온수기 교체공사,172000000,2,,,
20230834681,2023년 한밭대학교 정보통신망선로 고도화 공사,1174333000,2,,,
20230834715,서울시의회 본관1층  회의실 조성공사,31405000,3,,,
20230834721,진해통합중학교 교사 신축 기계설비공사,1570549000,3,,,
20230834753,대원초등학교 그린스마트 미래학교 본관동 증개축 소방공사,1304606000,3,,,
20230834757,2023년 가로수 생육환경 개선사업,141473740,3,,,
20230834778,에듀웰센터 및 연구강의동 냉난방 개선사업 철거 및 가스배관공사,128370000,2,116700000,87.745,112574840
20230834785,"임대형 스마트팜 표고버섯 재배단지 조성공사(근남 수산단지, 전기)",109720000,3,,,
20230834804,동해지방해양경찰청 민원동 신축사업 건축 · 기계설비 공사,250503000,2,227730000,87.745,219362000
20230834808,"임대형 스마트팜 표고버섯 재배단지 조성공사(근남 수산단지, 기계설비)",59250000,3,,,
20230834816,평은면 기초생활거점조성사업 전기공사,160787000,2,,,
20230834835,서천군 바이오특화 지식산업센터 건립사업 통신,682373000,3,,,
20230834837,충청북도특수교육원 교육관 증축공사(계속비공사),5690095000,3,,,
20230834882,수산종자연구센터 건립 조경공사 수의계약 견적제출 안내공고(긴급),64459000,3,,,
20230834940,(입찰대행)신양2리 주민숙원사업(숭어체험장 주변 정비공사),94564000,3,,,
20230834989,봉화송이한약우축제 임시전기 설치공사,75242000,3,,,
20230834998,운암초교 어린이보호구역 시설정비공사,27450000,3,,,
20230835007,2차 덩굴제거사업,67582000,3,,,
20230835069,국유재산 재해예방 토목공사(제주시 한림읍 협재리 산 118-1),91927000,2,83570000,87.745,80352000
20230835090,수의계약(입찰) 안내공고[소태 철새전망대 야외데크 설치],56899000,3,,,
20230835102,신나는애프터2호 누리사랑지역아동센터 리모델링 건축공사,197989000,3,179989330,87.745,172509024
20230835116,2023년 종자산업기반구축사업(간이저장시설) 설치 공사,219350000,3,,,
20230835119,서봉마을 태양광발전소 설치공사,167600000,3,152363636,87.745,146234729
20230835130,교동로 주택밀집지역 급경사지 정비사업,189710000,3,,,
20230835163,태양찰옥수수 생산시설 구축공사(건축) 수의견적 공고(긴급),368520000,3,335018182,87.745,325347882
20230835195,봉화 서동리 동·서 삼층석탑 보전처리(보존과학),43606000,3,,,
20230835239,문내 예락 새뜰마을사업 재래식 화장실 정비공사,61740000,3,,,
20230835244,문내 예락 새뜰마을사업 슬레이트지붕 개량공사,64470000,3,,,
20230835248,문내 예락 새뜰마을사업 노후주택 정비공사,87227000,3,,,
20230835253,문내 예락 새뜰마을사업 건축공사 지정폐기물 철거공사,45843000,3,,,
20230835259,금오산 진입도로 사면유실 긴급복구공사,71000000,3,64545455,87.745,62400247
20230835278,영도구 문화예술회관 소공연장 리모델링 및 대공연장 인프라 개선공사(건축),878540000,3,798672727,87.745,775359120
20230835285,경상북도해양수련원 직원숙소 화장실 환경개선 보수 공사,20750000,3,,,
20230835295,대봉스카이랜드 모노레일 비상대피로 정비사업,205410000,3,,,
20230835296,독자 잿밭들 배수로 정비공사,49650000,3,,,
20230835297,원리교차로 교통안전시설사업 (회전교차로설치),200800000,3,,,
20230835299,2023년 살기 더 좋은 아파트 만들기 사업,75966000,3,,,
20230835300,거사들 배수로 정비공사,139970000,3,,,
20230835301,진교 고룡천 제방 보강공사,32000000,3,,,
20230835313,전라남도교육청창의융합교육원 SW·AI 교육공간 구축 전기공사,60893000,3,,,
20230835318,전라남도교육청창의융합교육원 SW·AI 교육공간 구축 통신공사,31126000,3,,,
20230835345,한국가스안전공사 액화수소 검사지원센터 건립공사(통신),421534000,2,,,
20230835347,경주정보고등학교 배수로 설치공사,88720000,3,,,
20230835368,2023년 온빛초등학교 환경개선공사 수의계약 안내 공고,64480000,3,,,
20230835395,하남정수장 슬러지배관 이설공사,35035000,3,,,
20230835436,경기김포교육도서관 공간재구조화(리모델링) 공사(전기),329124000,3,,,
20230835438,황촌 상권활력소 조성 전기공사,137665000,3,,,
20230835445,노후 소방설비 배관 교체공사,72606000,2,66005455,87.745,63975590
20230835466,대계마을 공공하수처리시설 설치사업 전기 및 계측제어공사,85247910,3,,,
20230835477,진해여자고등학교 후관동 증개축공사,8318046000,3,7441950000,0,7191970186
20230835529,한국가스안전공사 액화수소 검사지원센터 건립공사(소방),330590000,2,,,
20230835540,과학영농 실증시험포 유리온실 신축공사(전기),140275070,3,,,
20230835544,동화천 기후대응 도시숲 조성공사,467181000,3,424710000,87.745,408481300
20230835559,신갈리 37-11 농로확포장공사,145642000,3,,,
20230835566,2023년 하반기 가로수 전정공사(단가계약),44000000,3,40000000,87.745,
20230835577,홍농 법성 공공하수 외 1개소 악취개선사업(계약대행),133091690,3,,,
20230835581,율리지구 다목적농촌용수개발사업 전기공사,480784000,2,444070000,0,424521950
20230835603,황촌 상권활력소 조성 통신공사,66957000,3,,,
20230835619,대학본부 로비 환경개선공사,195052000,2,177320000,87.745,171766500
20230835629,과학영농 실증시험포 유리온실 신축공사(통신),42375149,3,,,
20230835631,신규 탐사선 계류장 확장 및 준설공사(전기),110500000,2,102070000,0,96024841
20230835638,이동중학교 특별교실 및 화장실 증축 공사 입찰 공고,627369000,3,570843000,87.745,550694800
20230835646,2023년 복숭아 스마트온실 조성 설치공사(계약대행),161398750,3,,,
20230835655,지하차도 진입차단 전광표지판 전기공사(3구역),84842000,3,,,
20230835661,서북병원 35병동 바닥재 교체 및 도배공사,71648000,3,,,
20230835665,제요3리 마을도로 재포장공사,72051000,3,,,
20230835672,2023년 영광 급경사지 정비사업,68923420,3,,,
