train_loss,val_rmse,lr,epoch_sec
0.02789001962968743,131706701.95697239,4.262951635189156e-06,28.150577068328857
0.01254469235104266,109870162.9920632,5.048925558987915e-06,28.78367590904236
0.011254616567362253,102908294.04199517,6.34931039104299e-06,28.15140175819397
0.009277884649086337,92425036.22151627,8.149858701439198e-06,28.3209707736969
0.008428999668983259,81870620.71608184,1.0430843110074248e-05,28.179752826690674
0.008015488794060013,82684301.1086259,1.3167272426110971e-05,28.215956449508667
0.007896255015675648,82753736.62746115,1.6329165459414737e-05,28.09838843345642
0.00791876328214185,78792687.33394986,1.9881879504010522e-05,28.445486068725586
0.007795782868825667,83298657.09177455,2.378648989459057e-05,28.30217456817627
0.007775258850039953,68858304.36564876,2.800021647753077e-05,28.121925830841064
0.007651475474894586,75248944.77936107,3.247689232386339e-05,28.260373830795288
0.007466376232674264,75294614.54358432,3.716746954883828e-05,27.64511513710022
0.007677502947971464,83825549.54439428,4.202055669615175e-05,28.021270990371704
0.007511966479802985,84033859.58676113,4.698298179909122e-05,27.821128129959106
0.00755807714058205,93973989.89658308,5.200037494951831e-05,27.80124068260193
0.007360341123671914,56176151.99152335,5.7017763991879186e-05,27.92436671257019
0.007595154024450094,90663411.34859537,6.198017681562932e-05,27.794894695281982
0.007511907444123192,109734090.99980947,6.683324364716501e-05,28.139917612075806
0.007445789173754873,85838875.39035565,7.152379274235983e-05,28.0887291431427
0.007452028548744215,73726101.61403807,7.600043295310892e-05,28.563347339630127
0.007538735298754641,99820063.72656244,8.021411678509684e-05,27.920635223388672
0.0077378533294384785,89411589.12866363,8.4118677777749e-05,29.00106906890869
0.007819394205960745,67790146.8818015,8.767133631866063e-05,27.997300148010254
0.007628838248217986,84163091.28567724,9.083316835064e-05,27.852237462997437
0.007666436830777321,59081519.801703766,9.356953183606206e-05,28.28254222869873
0.007510740435994228,88787657.96070679,9.585044630605326e-05,28.503196954727173
