train_loss,val_rmse,lr,epoch_sec
0.2363638463857215,644429336.9726089,4.116927137240122e-06,11.069279670715332
0.06568920680886615,522173715.6236096,4.4671388841511784e-06,10.757347345352173
0.040004501163767865,411490622.3417203,5.048929021691766e-06,10.832609176635742
0.02956122920089309,353989243.7819102,5.859463089226145e-06,10.930336475372314
0.02447632687515467,324481597.0671399,6.894792193914653e-06,11.090620994567871
0.021070612190936703,283861914.82577807,8.149872249577585e-06,11.158711194992065
0.018662776909548942,212181825.3469958,9.618588551301785e-06,10.832123041152954
0.016940050965256786,158316397.18503693,1.1293785566063156e-05,10.888970136642456
0.015841583744999308,137793100.96820524,1.3167301794226306e-05,11.00179648399353
0.014946197056525645,120594980.70790614,1.52300095320774e-05,11.108469724655151
0.014335449076133069,118413788.10512716,1.7471859341668512e-05,10.905789613723755
0.013915747689295871,126284589.63383357,1.988192901131809e-05,10.97902250289917
0.013464523642046486,113439215.26242325,2.2448476768233575e-05,11.01333999633789
0.013176424394547076,109565107.92066821,2.515899848400635e-05,10.806288957595825
0.012957187280857924,104180300.3597016,2.8000288594275908e-05,10.945312976837158
0.012650814058683022,88883784.41977341,3.0958504435764654e-05,10.880966663360596
0.01233106625837506,82038563.19920568,3.401923368723577e-05,10.915297031402588
0.01225510324190358,103847031.19999832,3.7167564585804166e-05,10.8695547580719
0.011912937715058828,111829236.84123598,4.0388158576509285e-05,10.908463716506958
0.01132566992123626,109557477.91522737,4.366532504120337e-05,10.92750859260559
0.010872449377545557,104778833.74816433,4.6983097742679063e-05,10.900094985961914
0.01041799008519139,92459550.85817516,5.0325312611603165e-05,10.982574224472046
0.010123477546435262,84883193.9423108,5.367568649728134e-05,11.015087127685547
0.009850696383630378,91536534.5251482,5.701789649858288e-05,10.899491548538208
0.009743987082013893,89522209.5403619,6.0335659488528326e-05,10.92626142501831
0.009730505569307222,94711433.65392958,6.36128114450987e-05,10.856423139572144
0.009640466413951335,101446475.37752353,6.683338620176968e-05,10.912440061569214
0.009559881133709534,93097192.64036633,6.998169323410108e-05,11.06190800666809
0.009454587366768245,90319198.1808641,7.304239410340777e-05,10.813952207565308
0.009482796564682934,92493759.65072756,7.600057718508154e-05,11.002824306488037
0.009349138939442446,90967994.19180419,7.88418303174902e-05,10.683934211730957
0.009368642964252155,83360980.4785741,8.1552311017511e-05,10.867640972137451
0.009392083979002945,89951381.52419198,8.411881392061067e-05,11.074824571609497
0.009368279540224204,87953999.0922081,8.652883511690679e-05,10.926501274108887
0.009240989835113383,79599528.6689426,8.877063306976723e-05,10.935582637786865
0.009328470397116902,85667305.67204443,9.083328582015456e-05,10.875091791152954
0.00922830134354317,89760089.96804017,9.27067441980178e-05,10.918100357055664
0.009173558790036713,75625770.08236246,9.438188078148772e-05,10.953036785125732
0.009111211483559393,75871274.83021933,9.585053436534798e-05,11.048286437988281
0.009172079988368005,86833120.69264868,9.710554972213368e-05,10.810057163238525
0.009139965732584495,86070965.64503695,9.814081246214225e-05,10.911083459854126
0.009086812471989015,82402211.93843153,9.895127882252034e-05,10.934789896011353
0.009014611526091386,83915572.9284567,9.953300024029509e-05,11.051693677902222
0.00914975184903813,76400382.09582075,9.988314258963103e-05,10.926692008972168
0.0090502655528421,71495341.7383005,9.999999999966232e-05,10.96875548362732
0.00897445733672611,89042599.60639757,9.999620339328478e-05,11.04851770401001
0.008948398254415407,87962892.67494895,9.998481867819793e-05,10.93092679977417
0.008880099717046003,80464036.7472972,9.996584758237123e-05,10.957089900970459
0.008860355896319465,83511044.93929835,9.993929298523322e-05,10.877818822860718
0.008806665170611593,73802579.80715586,9.990515891723457e-05,10.999154329299927
0.008808340117360262,72523050.3067482,9.986345055923627e-05,10.949923276901245
0.008881669545145165,68538424.32019731,9.981417424172335e-05,11.080400228500366
0.008792489945700588,56509316.24955312,9.975733744384393e-05,10.865755319595337
0.008783737511948794,70750143.93290448,9.969294879227415e-05,10.909541130065918
0.00867628364375874,73543926.84384596,9.962101805990875e-05,10.907928705215454
0.008701324589007155,73667582.83488171,9.954155616437778e-05,10.86177659034729
0.008652273849078022,56418618.980316594,9.94545751663895e-05,11.063827753067017
0.00873783618698122,57733571.98859261,9.93600882678998e-05,10.880043983459473
0.008704063049777019,60869877.60373011,9.925810981010844e-05,10.910662174224854
0.008652419509194069,63934613.21082896,9.91486552712823e-05,10.874249696731567
0.008718476010688488,60982167.078392714,9.903174126440616e-05,11.02768349647522
0.008749004857387176,74220091.45520586,9.890738553466114e-05,10.774004220962524
0.008665572145204262,85899703.34606706,9.877560695673134e-05,11.051973819732666
0.00855380180670435,69983357.29790013,9.863642553193904e-05,10.906891584396362
0.008643052203405664,64320262.59423883,9.848986238520896e-05,10.888659000396729
