train_loss,val_rmse,lr,epoch_sec
0.008560800854264142,71725941.24834391,9.833593976186181e-05,10.829151630401611
0.008507749033375468,60630081.39317239,9.817468102423803e-05,11.04884934425354
0.008509344563786294,71477780.95709738,9.80061106481518e-05,10.828431129455566
0.008527656721891057,70086343.48848228,9.783025421917607e-05,10.912956476211548
0.008451943337481333,63258909.41344906,9.764713842875924e-05,10.818207740783691
0.008598323261789687,74514668.71130303,9.745679107017394e-05,11.09285044670105
0.008539188564332908,58831395.35895817,9.725924103429852e-05,10.950047254562378
0.00844012522183306,79977478.75862359,9.705451830523206e-05,11.003805160522461
0.008413593884352758,72837020.38746598,9.684265395574338e-05,10.852683544158936
0.008471539155595486,62518736.69604575,9.662368014255476e-05,11.129242181777954
0.008433975446822194,69200886.88231342,9.639763010146129e-05,11.059452772140503
0.008492095421217183,65052580.815282814,9.61645381422863e-05,10.912437677383423
0.00849205707755146,61553182.04788844,9.592443964367383e-05,11.070099592208862
0.008371181062094757,63084008.66335497,9.567737104771882e-05,10.909268379211426
0.008390079821333643,69527441.9194236,9.542336985443606e-05,10.887040376663208
0.00838580819457171,73783088.40376438,9.516247461606831e-05,10.914459466934204
0.008353429185284162,57189206.99429772,9.489472493123494e-05,10.913671016693115
0.008335276733233666,64157506.1960648,9.462016143892162e-05,10.89687705039978
0.008472152308850896,78330133.68752438,9.433882581231216e-05,10.80646562576294
0.00837605462779136,73082461.07463238,9.405076075246335e-05,11.01994800567627
0.00834727753140437,50765336.388204664,9.375600998182384e-05,11.215479135513306
0.008332902154380673,57679482.43221951,9.345461823759787e-05,10.904781341552734
0.008268989046259964,72420388.31174448,9.314663126495516e-05,10.745040655136108
0.0083027517202865,74911287.88268635,9.283209581008772e-05,11.027655839920044
0.00843331465040275,61470254.27991047,9.251105961311462e-05,11.008949995040894
0.008294832071426696,50292560.31054603,9.218357140083613e-05,11.079181432723999
0.008316559631883904,48678192.43597407,9.184968087933789e-05,10.734727382659912
0.008299672702933662,55476564.489015244,9.150943872644658e-05,10.929950952529907
0.008347883642842452,62397711.87665803,9.116289658403799e-05,10.832426309585571
0.008298011567796065,63115079.0448189,9.081010705019894e-05,10.913580179214478
0.008246631000324793,50242559.95492645,9.045112367124385e-05,11.14508056640625
0.008300336564408622,61790678.51463043,9.008600093358755e-05,10.908766746520996
0.00820465528651323,54914300.1567641,8.971479425547526e-05,11.040263414382935
0.008365607082483049,59337420.68553371,8.933755997857135e-05,10.835667610168457
0.008239609087338158,54403108.84521818,8.895435535940778e-05,11.15473198890686
0.008184973878727778,52731033.20005076,8.856523856069357e-05,11.174546957015991
0.008295489433680588,54720018.95152675,8.817026864248711e-05,11.134800672531128
0.008221607778070522,47627420.96860122,8.776950555323185e-05,10.895565032958984
0.008303790065613274,50802208.82651381,8.736301012065747e-05,10.88239336013794
0.008255465837268624,62215427.16871252,8.695084404254733e-05,10.88551664352417
0.00821512286956187,58671598.51463454,8.653306987737413e-05,10.84721827507019
0.008217198074934682,47441016.10041934,8.610975103480471e-05,11.086008787155151
0.008141745753676075,63125894.888445176,8.568095176607579e-05,10.84812617301941
0.008124654933193734,57148174.18564863,8.524673715424187e-05,11.148042917251587
0.00818476723762554,54840682.644780755,8.480717310429701e-05,10.771807432174683
0.008110024466362541,56531727.985460155,8.436232633317179e-05,10.985520124435425
0.008242667020125488,69684561.37183757,8.391226435960696e-05,11.031834125518799
0.008168607987378862,63934002.606644906,8.345705549390549e-05,11.103890180587769
0.008193449127250367,56740813.333657876,8.299676882756448e-05,10.894938707351685
0.008161264265169646,61395781.06082399,8.253147422278844e-05,11.145109176635742
0.00813442298944414,52676143.55253824,8.206124230188563e-05,10.820573806762695
0.008173732887380365,51821927.42510662,8.158614443654899e-05,10.901016473770142
0.008102614779935494,52990481.05905396,8.110625273702343e-05,11.033273458480835
0.008072885000720894,52048146.51635793,8.062164004116087e-05,11.092025518417358
0.008143183479485878,50094785.2791943,8.013237990336502e-05,10.975738286972046
0.008117139207487781,54776677.142114125,7.963854658342721e-05,10.97292423248291
0.008066239406710675,53862823.44792442,7.914021503525533e-05,11.062665939331055
0.00814955161651444,46758083.859336056,7.86374608954973e-05,10.887706756591797
0.008051386607985407,55063700.00292587,7.813036047206101e-05,10.92939829826355
0.00810601308572945,51342425.85598671,7.761899073253228e-05,10.802138805389404
0.008110878202353984,48158821.652178526,7.710342929249269e-05,10.962610006332397
0.008062935081353771,44428865.45169226,7.658375440373925e-05,10.891105890274048
0.008200781224211971,48246413.552451886,7.60600449424072e-05,10.950377464294434
0.008045018070525028,48111587.50716562,7.553238039699832e-05,10.921443939208984
0.00810468352327181,52503970.524422266,7.500084085631611e-05,10.899362564086914
0.00802953733912634,53197720.24307554,7.446550699730999e-05,10.945506811141968
0.007949828745536137,48290268.56917939,7.392646007283014e-05,11.22153377532959
0.008063030141575955,45724105.09970951,7.338378189929496e-05,10.825454473495483
0.008082317023262117,55833524.68195061,7.283755484427296e-05,10.983266592025757
0.008050251525236508,52842160.7894855,7.228786181398118e-05,10.92324447631836
0.008002825220786913,50763780.62516255,7.173478624070144e-05,10.90713381767273
0.00802914836997698,48287805.465390764,7.117841207011727e-05,10.865925312042236
0.0080631520661385,43539905.40453766,7.06188237485725e-05,11.051222562789917
0.00807439150999449,47254498.437221706,7.005610621025406e-05,10.809783697128296
0.007999749023333027,40723059.69666739,6.949034486430066e-05,10.899356365203857
0.008004661355167602,55313634.61999772,6.892162558183949e-05,10.783769130706787
0.00802138899297841,51582011.919529706,6.835003468295259e-05,11.133987426757812
0.008040330969819801,65167392.50803742,6.777565892357536e-05,10.961961030960083
0.007971810714302377,48879730.09103357,6.719858548232864e-05,10.939851999282837
0.007963032693821856,42465760.64776195,6.661890194728677e-05,10.875749826431274
0.008013145292995892,46676210.25524024,6.60366963026836e-05,10.95635199546814
0.008048821357541588,42577009.57094339,6.545205691555817e-05,10.774746656417847
0.007948576581253307,47300907.471724115,6.486507252234239e-05,10.869460344314575
0.008026183207474363,41316156.01540937,6.42758322153926e-05,10.871060609817505
0.007971394718358863,41777708.61373582,6.368442542946733e-05,10.941186904907227
0.007919076672603994,41431294.60896829,6.309094192815268e-05,10.941414594650269
0.007953015865975039,48715857.446528986,6.24954717902382e-05,10.88898754119873
0.007949314639490548,50031242.53607878,6.189810539604468e-05,10.878716468811035
0.00796570827007363,50474755.64674087,6.12989334137062e-05,10.87935209274292
0.007945886609712316,50205576.93226299,6.0698046785408684e-05,10.86495327949524
0.007972365997386585,44852908.32056826,6.0095536713586524e-05,10.784210920333862
0.007950349790951355,45197302.25446203,5.949149464708007e-05,10.869153499603271
0.007866756469171064,52933409.353234775,5.888601226725544e-05,10.930225133895874
0.007954652929513813,52118731.393084645,5.827918147408921e-05,10.855984210968018
0.007866303035981783,51713186.27421754,5.767109437221979e-05,10.913131475448608
0.00791024001273067,62483587.26187125,5.7061843256967835e-05,10.956106185913086
0.007880207915134234,53711142.95562416,5.6451520600327725e-05,10.729538679122925
0.007959550504800208,49931168.44395829,5.58402190369321e-05,10.720607042312622
0.007984038201141703,50175824.058810614,5.522803134999185e-05,10.850384712219238
0.00788471871084051,52778583.9231531,5.461505045721353e-05,10.860595941543579
0.00794403788662871,42718318.11068248,5.400136939669623e-05,11.097405672073364
0.007974766508763413,44213221.713742256,5.3387081312810417e-05,10.953750610351562
0.007916824887477277,42105568.0754129,5.277227944206036e-05,11.069994926452637
0.007951628637354656,45903005.353618175,5.2157057098932816e-05,10.926809787750244
0.007892702942144107,42175321.29966189,5.154150766173373e-05,11.021785259246826
