bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20221009552,내기 동마골 수해복구 공사 수의견적(공사) 전자입찰 공고,25883000,3,,,
20221009596,북정동 미세먼지 차단숲 조성사업,379043000,3,,,
20221009651,상우리소하천 재해복구사업,27820000,3,,,
20221009669,어석리 세천 재해예방사업,120701000,3,,,
20221009724,제2노인복지관 건립 통신공사,867572000,3,784210000,0,774605990
20221009781,부안초 학생회실외 3실 리모델링공사 입찰 공고,76483000,3,,,
20221009811,2022년 단원구 하반기 1권역 북부권 보호구역 시설물 유지보수공사,54120000,3,,,
20221009814,대구달성경찰서 신축 소방공사,1495197000,2,,,
20221009824,누동1리어촌계 어장진입로 정비사업,107372000,3,,,
20221009829,충북여고 별관 외벽보수 및 기타공사,1174117000,2,,,
20221009839,팔거천~서리골천간 산책로 조성공사(2차),85034000,3,,,
20221009842,2022년 단원구 하반기 2권역 남부권 보호구역 시설물 유지보수공사,53790000,3,,,
20221009929,신방동 완충녹지 정비공사,133932000,3,,,
20221009934,한국교원대학교 저수조 설치공사(건축),523622000,2,,,
20221009966,수락산 유아숲체험원 연결로 조성사업,71810140,3,,,
20221010012,서울 용산 메가스테이션 수소충전소 구축공사(건축·토목·기계·소방),995060000,3,,,
20221010037,신가중 승강기 교체 기계설비공사 수의계약 안내공고,134413000,3,,,
20221010039,황보1리 농로 포장공사,66800000,3,,,
20221010047,못골종합시장 상인교육장 이전 및 조성공사,58343000,3,,,
20221010059,양촌마을 광장 내 편의시설 조성 공사(건축),25074000,3,,,
20221010075,2022년 노거수 재해위험목 정비사업,40000000,3,,,
20221010102,소액수의 견적제출 안내공고[민간대행-고삼면 봉산리 기동마을 경로당 신축공사-재공고],148500000,3,,,
20221010116,2022년 보호수 재해위험목 정비사업,40000000,3,,,
20221010130,밭작물 시험포장 스마트 물관리시스템 구축공사,1648956000,2,,,
20221010154,세곡소하천(부구3리) 정비사업,56500000,3,,,
20221010160,전북하이텍고등학교 공동실습소 리모델링 및 기타 전기공사,49350000,3,,,
20221010168,숭의중학교 풋살장(인조잔디)및 농구장 조성 토목공사 숭의계약 안내공고,131032000,3,,,
20221010181,봉오소하천(연지2리) 정비사업,98000000,3,,,
20221010189,경주엑스포대공원내 편의시설 개선공사,220000000,3,,,
20221010190,제주소방안전본부 119구조견사 신축공사 수의견적 제출공고,124663000,3,,,
20221010216,숭의중학교 풋살장 및 농구장 조성 전기설치 공사 안내공고,61937000,3,,,
20221010218,부구천 정비사업(주인2리) 마무리 공사,60700000,3,,,
20221010252,원남골프장 친환경 카트도로 포장공사(주력분야 : 포장공사),58500000,3,,,
20221010266,전북하이텍고등학교 공동실습소 리모델링 및 기타 통신공사,28570000,3,,,
20221010308,평해 월송간 인도정비공사,107370000,3,,,
20221010316,교동초등학교 교문 개선공사 견적제출 안내 공고,34020000,3,,,
20221010386,함평우체국 화장실 리모델링 및 기타공사,37916000,2,,,
20221010388,해양폐기물 집하장 건축공사,98032000,3,,,
20221010424,2022년 어린이보호구역 개선사업(봉오초교외 3개소),29913000,3,,,
20221010475,금정 고담들 농로 개선공사,18788000,3,,,
20221010486,2022년 노후 마을마당 보수정비사업(하반기),63131000,3,,,
20221010517,원퉁이 소하천 정비사업(장기계속),3670827000,3,,,
20221010521,2022년 지역농업CEO발전기반구축사업(건축)(민간대행),85000000,3,,,
20221010546,방촌 성태골 입구 농로 개선공사,12122000,3,,,
20221010659,어룡초 승강기 교체 기계설비공사 수의계약 안내공고,72000000,3,,,
20221010674,한국승강기대학교 스마트존 및 학생상담교육실 구축공사(건축),136334000,2,,,
20221010725,2022년 4분기 하수도 민원처리공사 단가계약(2차),21472000,3,,,
20221010737,한국승강기대학교 스마트존 및 학생상담교육실 구축공사(전기),39413000,2,,,
20221010775,진천산림항공관리소 격닙고 신축 공사,3851382000,2,,,
20221010816,마산자원회수시설 소각로 내화물 보수,69760000,3,,,
20221010831,광양제철남초등학교 조회대 설치공사,26271000,3,,,
20221010843,한들물빛중학교 미디어스페이스 인테리어 및 기타 전기공사,38383000,3,,,
20221010845,2022년 진해구 하반기 도로포장 유지관리(연간단가)공사,42480000,3,,,
20221010847,대구달성경찰서 신축 통신공사,1656899000,2,,,
20221010864,영신마을 뒷길 확·포장공사,60489000,3,,,
20221010881,청사 사무실공간 재배치 및 구내식당 이전설치공사(가스공사),44699000,3,,,
20221010884,아산스마트팩토리마이스터고 상시전원 분리 및 기타 전기공사,152782000,3,,,
20221010885,가로수 고사목 등 위험수목 제거공사,35000000,3,,,
20221010888,2022년 덩굴제거 2차사업(산양지구),98931000,3,,,
20221010890,송절동 하수관로 이설공사,33010000,3,,,
20221010903,방산면 오미 공공하수처리시설 및 하수관로 정비사업(토목·건축·기계·조경),13192380000,3,,,
20221010920,시목마을 앞들 용수로 설치공사,33671000,3,,,
20221010942,2022년 덩굴제거 2차사업(도산지구),88591000,3,,,
20221010968,장백 집앞보 용수로 설치공사,30294000,3,,,
20221010976,영종국제도시 공원시설 개선사업(씨사이드파크 관광 명소화)전기 공사,157249000,3,,,
20221010977,진천산림항공관리소 격납고 신축 소방공사,523229000,2,,,
20221010979,흥도동 주민자치회관 증축공사(소방),28767000,3,,,
20221010992,풍세로(중로1-66) 보도정비공사,26801000,3,,,
20221011008,상지여자상업고등학교 강당동 방화셔터 설치 공사,70147000,3,,,
20221011030,2022년 덩굴제거 2차사업(광도용남욕지지구),65959000,3,,,
20221011040,2022 빗물받이 유지보수 공사(연간단가 B구역) 2차,30000000,3,,,
20221011046,거창종합운동장 육상트랙 교체공사,342793000,3,,,
20221011052,위도항 기후변화대응 외곽시설 보강공사,32164091000,2,,,
20221011081,창촌마을 앞들 용수로 설치공사,41877000,3,,,
20221011082,2022년 덩굴제거 2차사업(시내동지구),50849000,3,,,
20221011085,상지여자상업고등학교 강당동 방화셔터 설치 소방공사,38349000,3,,,
20221011118,토점마을 앞들 용수로 설치공사,37917000,3,,,
20221011147,대전형바이오창업지원 오픈랩 구축 리모델링 공사(전기),90052000,3,,,
20221011155,"욕지면 건강증진형 보건지소 증축 및 개보수 공사(건축, 기계)",586718000,3,,,
20221011219,2022년 숲가꾸기사업(주문진읍 장덕리 산218번지 외 22필지),57651000,3,,,
20221011235,2022년 숲가꾸기사업(왕산면 왕산리 산167번지 외 9필지),64528000,3,,,
20221011237,(구)축산물위생검역과 건물 철거공사,135370000,2,,,
20221011260,후곡로 재포장공사,47454000,3,,,
20221011276,경의초 외 22교 강화도어 플로어힌지 교체공사,32394000,3,,,
20221011294,옥계면 남양리 1860번지 일원 구거정비공사,222970000,3,,,
20221011333,방촌 철도너머들 배수로 개선공사,29996000,3,,,
20221011350,대흥초등학교 소규모강당 증축 전기공사,98711000,3,,,
20221011383,대흥초등학교 소규모강당 증축 정보통신공사,33202000,3,,,
20221011388,삼도내기길 절삭후 덧씌우기공사,25000000,3,,,
20221011406,대흥초등학교 소규모강당 증축 소방공사,30446000,3,,,
20221011414,내서중학교 교사 방수공사[주력:습식.방수공사] 소액수의 견적제출 안내 공고,111680000,3,,,
20221011442,상주여자중학교 교사 방수공사[주력:습식.방수공사] 소액수의 견적제출 안내 공고,118035000,3,,,
20221011468,경북드론고등학교 전자동 내진보강공사,126841000,3,,,
20221011479,하동소방서 신설전담의용소방대 청사환경개선공사 소액수의 견적제출 안내공고,58056000,3,,,
20221011487,강내 산단리 251-9번지 일원 구거정비공사,23800000,3,,,
20221011549,대강면 안두음 포장복구공사 소액수의(전자견적) 공고,36943000,3,,,
20221011561,단양분뇨처리시설 수변전설비 교체공사,49577000,3,,,
20221011647,공중화장실 현대화사업에 따른 전기공사,80670000,3,,,
20221011662,문의면 묘암리 진입로 위험도로 정비공사,55768000,3,,,
20221011689,충청북도 괴산군 불정면 삼방리 703번지 일원,86700000,3,,,
20221011698,남상면사무소 주변 도시계획도로 정비공사,56991000,3,,,
20221011700,진교 화개마을 공용주차장 조성공사,33381000,3,,,
20221011705,2022년 하반기 화개 명품가로숲 꽃길 조성사업,54000000,3,,,
20221011708,노량1 자연재해위험개선지구(대도) 정비사업,102750000,3,,,
20221011709,악양 개치마을 주차장 조성공사,56419000,3,,,
20221011711,문의면 괴곡리 산6-1번지 일원 마을안길 포장공사,58871000,3,,,
20221011716,서산(치인3지구) 위험사면 보강공사,63040000,3,,,
20221011717,율곡 농어촌생활용수 개발사업(배수지)(전기 및 계측제어),98879000,3,,,
20221011723,2022년 소비자 선호 무핵포도 생산기반 조성 사업,492680000,3,,,
20221011725,음성 소이산업단지 사거리 회전교차로 조성공사,184536000,3,,,
20221011730,고촌마을 배수로 정비공사,58630000,3,,,
20221011732,신기 실매재 농로 포장공사,36000000,3,,,
20221011734,내정 애쁜지길 농로 재포장공사,44230000,3,,,
20221011743,새만금 방재림(에코숲벨트) 조성사업 1공구,2480373000,2,,,
20221011747,군도11호선(묘곡마을) 인도 정비사업(토목),26110000,3,,,
20221011799,"서울농학교 청각언어훈련센터 석면제거공사(총차, 1차)",314134000,2,,,
20221011858,곡성경찰서 신축공사(건축),8298024000,2,,,
20221011959,천상2정수장 사면 보수보강공사,123656000,3,,,
20221011988,(가칭)검단4유치원 신축 정보통신공사(계속비공사),351989000,3,,,
20221011997,삼기면 대제마을 모정 신축 사업[민간입찰대행],33500000,3,,,
20221012014,청현1구 개터마을 주차장 확장공사,52140000,3,,,
20221012067,수원중부경찰서 청사 리모델링 공사 (전기),425121000,2,422820000,0,371695597
20221012072,수원중부경찰서 청사 리모델링 공사(통신),388203000,2,358570000,0,342651653
20221012076,울릉도관측소 관사 실내건축공사,118107000,2,,,
20221012089,"교육장 사무실 조성 공사(내장, 창호 등)",252377000,2,,,
20221012165,광교지구 추가 조성공사,1403887000,3,,,
20221012196,상모리3387-2번지 일원 도로 정비공사,62601000,3,,,
20221012216,어린이 보호구역 신호등 정비사업,49775000,3,,,
20221012219,고양시 스마트관망관리 인프라구축사업 수질계측기 설치공사,34100000,3,,,
20221012228,북이면 서당리 480번지일원 배수로 정비공사,111280000,2,,,
20221012259,낙산초등학교 지압보도 설치 및 기타공사 소액수의 견적제출 안내 공고,45500000,3,,,
20221012334,2022년 하반기 동두천시 소하천 및 구거 유지관리사업,177540000,3,,,
20221012380,오창읍 화산리 585번지일원 배수로 정비공사,91350000,2,,,
20221012421,월야면 소재지 공영주차장 조성사업 전기공사,139447000,3,,,
20221012443,월야면 소재지 공영주차장 조성사업 통신공사,40370000,3,,,
20221012444,서울인공지능고등학교 교과교실제 교실 구축 리모델링 건축 공사,397716000,3,361560000,87.745,350972820
20221012481,운동자 배수로 덮개 교체공사,31125000,3,,,
20221012487,서광주우체국 석면 해체 및 천장재 설치 공사,114449000,2,,,
20221012513,내가그린공감학교 조성공사,136029000,2,,,
20221012591,2022년 노인보호구역 개선사업(2차),71320000,3,,,
20221012643,"영운동 어울림센터 및 주차장 조성공사(건축, 토목, 조경)",11593563000,3,,,
20221012663,상관중 포장 및 기타시설공사,379908000,3,,,
20221012688,소각로 및 폐열보일러외 부대설비 세정,48892800,3,,,
20221012703,한국연구재단 R&D정보평가센터 건립공사(건축),13962419000,2,,,
20221012715,2022년사회적약자노후전기설비개선사업,74362300,3,,,
20221012729,2022년 2차 산불예방 숲가꾸기 사업,92156000,3,,,
20221012736,식물검역생물안전연구동(BL3) 신축공사(건축),10288050000,2,9488981818,0,
20221012760,신원마을 저류지 보강공사,60478000,3,,,
20221012762,소각로 및 구동부 보수공사,80136100,3,,,
20221012763,연풍은티소교량개축공사,69553000,3,,,
20221012768,남정면 구계리 마을회관(경로당) 신축공사(토목) 견적제출 안내공고,23590000,3,,,
20221012775,불정신흥(향촌)소규모수도시설개량사업,171223000,3,,,
20221012826,도기리 농로포장공사,28269000,3,,,
20221012837,한국경마축산고 실내마장 수장대설치 및 기타 수선공사,240020000,3,,,
20221012882,(가칭)경기도북부유아체험교육원 신축공사,10612042000,3,,,
20221012902,원주세브란스기독병원 모례리관 6층 Angio-2실 환경조성공사(건축),71000000,3,,,
20221012916,신진도 전용부두 연락교 하부 보수공사,82995000,2,,,
20221012958,DMZ 평화의 길 도로 보수 공사,71126000,3,,,
20221012974,2022년 수지구 도로시설물 복구공사(고기동),39570000,3,,,
20221013076,알파문구~웰메이드 간 아스콘 재포장,27480000,3,,,
20221013086,2022년 민주지산자연휴양림 환경개선 개보수사업,567052000,3,,,
20221013101,「2022 지역활력화작목 기반조성사업(온실보수공사)」 전자견적 제출안내(입찰대행),34990000,3,,,
20221013127,2022년 수지구 도로시설물 복구공사(풍덕천동),65990000,3,,,
20221013130,소용교~삼거리슈퍼 간 아스콘 재포장,51595000,3,,,
20221013147,공주영명중 영역단위 감성꿈틀 시설공사,298625330,3,271477573,87.745,263885000
20221013211,산불피해 나곡소각장 소각동 시설물 복구공사(동력 및 수배전반),210474000,3,,,
20221013251,조종면 신상리 339-1번지 인근 용배수로 재설치공사,42438000,3,,,
20221013268,새만금 스마트 수변도시 1단계 조성공사,176378400000,2,,,
20221013283,산불피해 나곡소각장 소각동 시설물 복구공사(건축),830973000,3,,,
20221013284,청운초 신론분교(폐교) 외벽보수공사 수의계약 안내공고,92862000,3,,,
20221013323,산불피해 나곡소각장 소각동 시설물 복구공사(전기),210773000,3,,,
20221013354,5G기반 첨단제조로봇 실증지원센터 건립공사(통신),293167000,2,,,
20221013366,한국플랜트산업협회 산업전환 공동훈련센터 교육장 구축,587790000,2,,,
20221013386,남부대로~한라동백2차 방음벽 교체공사,117185000,3,,,
20221013390,신리천(장덕2교 인근) 호안 수해복구공사,64614000,3,,,
20221013406,한국정보통신공사협회 광주전남도회 회관 4층 무빙월 설치등 시설공사,27410000,3,,,
20221013409,연곡면 강맥빌라~해안도로간 도시계획도로 개설공사,99638000,3,,,
20221013418,산불피해 나곡소각장 소각동 시설물 철거공사,227117000,3,,,
20221013450,산불피해 나곡소각장 소각동 시설물 복구공사(소방),28022000,3,,,
20221013488,2022년 슬레이트지붕 해체처리공사(2차사업-비주택),57527000,3,,,
20221013494,2022년 범안로 전구간 차선도색 공사,330000000,3,,,
20221013498,2022년 슬레이트지붕 해체처리공사(2차사업-주택),48898000,3,,,
20221013512,도리리 소규모용수개발 관정사업,43610000,3,,,
20221013525,한국경마축산고등학교 실내수장대 개축 기계설비공사,33402000,3,,,
20221013589,서초성모어린이집 그린리모델링공사(창호교체공사),209375000,3,,,
20221013591,문화도시조성사업 미래놀이터 조성사업(네트놀이시설)공사 전자견적제출 공고,149660000,3,136054546,87.745,
20221013624,2022년 3차 미세먼지저감등 공익림가꾸기사업(대병대지 막골지구),30329000,3,,,
20221013627,2022년 3차 미세먼지저감등 공익림가꾸기사업(대병역평 점골지구),48300000,3,,,
20221013630,2022년 3차 미세먼지저감등 공익림가꾸기사업(합천서산 떡골외지구),48833000,3,,,
20221013634,2022년 3차 미세먼지저감등 공익림가꾸기사업(합천서산 수구막골지구),32523000,3,,,
20221013639,두모마을 생활환경 숲 조성사업,72654000,3,,,
20221013653,문을마을 안길복개 및 세천 정비공사,109870000,3,,,
20221013660,장승배기 생태공원 데크로드 개보수공사(전기),83299000,3,,,
20221013674,중대재해예방 청사 위험요인 개선공사,41480000,3,,,
20221013694,제1산업단지 완충저류시설 설치사업,9162281000,3,,,
20221013723,2022년 단원구 하반기 공영주차장 일방통행로 주정차금지구역 시설물 유지보수공사,45815000,3,,,
20221013726,2022년 하반기 단원구 버스 및 택시정류장 시설물 유지보수공사,54989000,3,,,
20221013742,면천중학교 1동교사 지붕방수 및 기타공사,150890000,3,137172728,87.745,131140640
20221013746,교통사고예방 횡단보도 안전조명등 조도개선사업,114699000,3,,,
20221013750,"순성중학교 1동교사,창고 지붕방수공사",124168000,3,112880000,87.745,108609000
20221013754,새만금 방재림(에코숲벨트) 조성사업-2공구,3915616000,2,,,
20221013759,왕정 자연재해위험개선지구 정비사업,11097605000,3,,,
20221013764,구암조촌분구 하수관거 정비공사,31026000000,3,,,
20221013780,2022년 미세먼지저감 공익숲가꾸기사업,35199000,3,,,
20221013784,광일중 운동장 환경개선공사,165418000,3,,,
20221013785,연일중학교 석면해체제거공사 긴급(계속비),74536000,3,,,
20221013793,연일중학교 이중천장교체 공사 긴급(계속비),107052000,3,,,
20221013813,2022학년도 고양예술고등학교 석면 텍스 철거 공사,528750000,3,480681819,87.745,466857640
20221013814,반도체용 W-CVD 장비 외 2종 Utility 연결 공사,499400000,2,,,
20221013816,금성면 금성리 문암제 복통 보수공사,131900000,3,,,
20221013826,대덕면 금산제 누수저수지 개보수사업,119220000,3,,,
20221013827,흡수식 냉온수기 저녹스 버너 교체 공사,36360000,3,,,
20221013833,봉산면 사제 제방정비사업,148240000,3,,,
20221013848,봉산면 와우리(899-31) 기계화경작로사업,44380000,3,,,
20221013853,천안초등학교 조명개선 및 기타전기공사,33237000,3,,,
20221013860,대덕면 용대리 청운제 준설공사,93770000,3,,,
20221013869,장안읍 반룡리 433-2 일원 도로정비공사,59020000,3,,,
20221013872,신평고등학교 옹벽설치 및 주차장 조성공사,146129000,3,,,
20221013886,2022년 하반기 조림보식 사업,15521000,3,,,
20221013888,의령여자고등학교 교내 담장 교체공사 수의견적 공고,46820000,3,,,
20221013907,파리바게트~문화회관 교통체계 개선공사,65400000,3,,,
20221013919,경희학교 제과조리실 및 공간혁신형 교실 구축 공사 소액수의 견적 제출 안내 공고,56465000,3,51331819,87.745,50428160
20221013924,독골천 호안정비공사,48150000,3,,,
20221013940,공주영명중 영역단위 감성꿈틀 전기공사,61441000,3,,,
20221013942,경북드론고등학교 생활관 및 실습동 증축 소방공사(계속비),587163000,3,,,
20221013951,2022년 임도변 산사태 재해복구사업(대덕용대지구 외 2개지구),86939000,3,,,
20221013969,덕촌천 낙차보(세굴방지)설치공사,101300000,3,,,
20221013972,수소용품검사지원센터 건립공사(건축),11199470000,2,,,
20221013973,2022년 관내 배수지 상부 체육시설 잡초정비,34541000,3,,,
20221014007,AI대학원 증축공사(전기),35244000,2,,,
20221014096,AI대학원 증축공사(통신),25322000,2,,,
20221014108,송이도마을 특화개발사업 지정폐기물 철거공사,89218000,2,,,
20221014123,"갯벌연구센터 청사 이전건립공사(건축,토목,조경,기계)",5908630000,2,,,
20221014136,청심국제고등학교 종합강의동 EHP 냉난방 개선 전기공사(변경공고),180847000,2,164406364,87.745,160871300
20221014160,"진주동명중 본관 교실천장교체 및 내진보강,기타공사 입찰 공고",875952000,3,796320000,87.745,776291700
20221014175,파주 삼릉 역사경관림 정비(2차) 사업,218418000,2,,,
20221014236,간데메공원 장애인화장실 환경개선 공사,137000000,3,,,
20221014240,부일외국어고등학교 공간혁신사업(교무실 개선사업)공사,116996000,3,,,
20221014250,진주동명중학교 교실천장교체 석면철거공사 수의계약 안내공고,96140000,3,87400000,87.745,84507525
20221014295,2022년 가을철 미세먼지저감조림사업,106414000,3,,,
20221014296,2022년 밀원수림(벚나무)조성사업,85569000,3,,,
20221014310,2022년 친환경농업 기반구축사업(건축공사),291910000,3,,,
20221014319,2022년 친환경농업 기반구축사업(전기공사),44352000,3,,,
20221014321,동구아이뷰어린이집 리모델링공사,62357000,3,,,
20221014370,2022년 느릅나무 마을숲 관목보식사업,31359000,3,,,
20221014410,송마4리 외 3개소 마을안길 재포장공사,36575000,3,,,
20221014430,5G기반 첨단제조로봇 실증지원센터 건립공사(소방),246135000,2,,,
20221014436,도천지구 도시재생사업 안심통학로 조성사업,66424000,3,,,
20221014464,원말흘마을 송림천 정비공사,47353000,3,,,
20221014473,인천대학교 미추홀캠퍼스 별관B동 기둥 도장 보수공사,19998000,2,,,
20221014492,2022년 소규모주민숙원사업(간척리 968번지 일원) 배수로설치공사,66258000,3,,,
20221014497,상촌 척개골 농로 정비공사,36017000,3,,,
20221014498,2022년 군부대 주변지역 정비사업(사창리 479-4번지 일원),37980000,3,,,
20221014502,고명리 농어촌취약지역생활여건개조사업 토목건축공사,1297872000,2,,,
20221014504,2022년 군부대 주변지역 정비사업(광덕리 84번지 일원),28341000,3,,,
20221014556,소매물도발전소 발전기 1호기 보수공사,49984000,3,,,
20221014574,2022년 가로수 전정사업(무전~중앙 시내지구),40400000,3,,,
20221014600,풍향동 백림약국 주변 하수암거 보수공사,566635000,3,,,
20221014608,우산동 231-26번지 주변 소규모 도로정비공사(주력분야 : 포장공사),32680000,3,,,
20221014620,신현1리 농어촌취약지역생활여건개조사업 토목건축공사,1258388000,2,,,
20221014624,현수막 지정게시대 설치공사,27300000,3,,,
20221014656,삼각동 그린타운 주변 도로정비공사(주력분야 : 포장공사),28751000,3,,,
